-161.413, -236.048, 16.611, 36.942
-160.859, -237.012, 16.732, 37.009
-160.299, -237.983, 16.853, 37.076
-159.733, -238.959, 16.973, 37.143
-159.161, -239.942, 17.091, 37.210
-158.584, -240.930, 17.207, 37.277
-158.002, -241.924, 17.320, 37.344
-157.416, -242.924, 17.430, 37.411
-156.826, -243.930, 17.539, 37.478
-156.232, -244.943, 17.646, 37.545
-155.634, -245.961, 17.754, 37.612
-155.034, -246.987, 17.862, 37.679
-154.432, -248.019, 17.972, 37.746
-153.828, -249.060, 18.085, 37.813
-153.224, -250.109, 18.200, 37.880
-152.619, -251.167, 18.319, 37.947
-152.015, -252.234, 18.441, 38.014
-151.414, -253.312, 18.563, 38.081
-150.815, -254.401, 18.681, 38.148
-150.220, -255.500, 18.778, 38.215
-149.631, -256.607, 18.838, 38.282
-149.052, -257.721, 18.848, 38.349
-148.484, -258.839, 18.802, 38.416
-147.929, -259.957, 18.707, 38.483
-147.389, -261.074, 18.571, 38.550
-146.867, -262.187, 18.410, 38.617
-146.363, -263.297, 18.237, 38.684
-145.876, -264.402, 18.069, 38.751
-145.408, -265.504, 17.923, 38.818
-144.955, -266.604, 17.819, 38.885
-144.517, -267.705, 17.753, 38.952
-144.095, -268.810, 17.721, 39.019
-143.687, -269.919, 17.719, 39.086
-143.292, -271.033, 17.742, 39.153
-142.910, -272.155, 17.787, 39.220
-142.538, -273.284, 17.849, 39.287
-142.179, -274.423, 17.926, 39.354
-141.831, -275.570, 18.016, 39.421
-141.493, -276.728, 18.117, 39.488
-141.165, -277.896, 18.228, 39.555
-140.848, -279.074, 18.347, 39.622
-140.540, -280.263, 18.468, 39.689
-140.243, -281.463, 18.581, 39.756
-139.956, -282.672, 18.667, 39.823
-139.680, -283.887, 18.708, 39.890
-139.415, -285.105, 18.693, 39.957
-139.163, -286.321, 18.618, 40.024
-138.924, -287.532, 18.490, 40.091
-138.698, -288.735, 18.323, 40.158
-138.485, -289.928, 18.134, 40.225
-138.285, -291.111, 17.941, 40.292
-138.099, -292.283, 17.758, 40.359
-137.925, -293.447, 17.599, 40.426
-137.763, -294.603, 17.476, 40.493
-137.612, -295.755, 17.394, 40.560
-137.472, -296.905, 17.350, 40.627
-137.343, -298.054, 17.339, 40.694
-137.225, -299.205, 17.355, 40.761
-137.115, -300.359, 17.393, 40.828
-137.016, -301.517, 17.439, 40.895
-136.925, -302.679, 17.480, 40.962
-136.844, -303.843, 17.505, 41.029
-136.774, -305.007, 17.503, 41.096
-136.714, -306.171, 17.470, 41.163
-136.665, -307.332, 17.406, 41.230
-136.626, -308.487, 17.315, 41.297
-136.598, -309.636, 17.204, 41.364
-136.580, -310.776, 17.081, 41.431
-136.574, -311.909, 16.955, 41.498
-136.579, -313.034, 16.835, 41.565
-136.596, -314.151, 16.730, 41.632
-136.623, -315.262, 16.643, 41.699
-136.662, -316.368, 16.579, 41.766
-136.711, -317.471, 16.537, 41.833
-136.771, -318.571, 16.515, 41.900
-136.842, -319.669, 16.507, 41.967
-136.925, -320.767, 16.504, 42.034
-137.020, -321.863, 16.502, 42.101
-137.128, -322.958, 16.494, 42.168
-137.249, -324.050, 16.474, 42.235
-137.381, -325.139, 16.440, 42.302
-137.527, -326.222, 16.390, 42.369
-137.684, -327.301, 16.326, 42.436
-137.853, -328.372, 16.250, 42.503
-138.035, -329.436, 16.166, 42.570
-138.228, -330.492, 16.079, 42.637
-138.435, -331.539, 15.992, 42.704
-138.656, -332.578, 15.911, 42.771
-138.891, -333.609, 15.839, 42.838
-139.141, -334.632, 15.778, 42.905
-139.405, -335.647, 15.728, 42.972
-139.683, -336.656, 15.689, 43.039
-139.975, -337.659, 15.659, 43.106
-140.280, -338.656, 15.634, 43.173
-140.598, -339.648, 15.610, 43.240
-140.928, -340.634, 15.584, 43.307
-141.269, -341.614, 15.554, 43.374
-141.620, -342.587, 15.516, 43.441
-141.980, -343.554, 15.470, 43.508
-142.350, -344.515, 15.416, 43.575
-142.728, -345.467, 15.355, 43.642
-143.115, -346.412, 15.290, 43.709
-143.509, -347.348, 15.222, 43.776
-143.909, -348.277, 15.154, 43.843
-144.316, -349.198, 15.089, 43.910
-144.729, -350.113, 15.028, 43.977
-145.148, -351.020, 14.979, 44.044
-145.572, -351.924, 14.959, 44.111
-146.001, -352.824, 14.974, 44.178
-146.438, -353.725, 15.020, 44.245
-146.881, -354.627, 15.089, 44.312
-147.331, -355.531, 15.178, 44.379
-147.787, -356.440, 15.283, 44.446
-148.251, -357.353, 15.401, 44.513
-148.722, -358.273, 15.530, 44.580
-149.200, -359.198, 15.667, 44.647
-149.685, -360.131, 15.813, 44.714
